exercise_id,exercise_name,group,video_url,review_status
leap_dumbbell_v_up,Dumbbell V-Up,Dumbbell,https://www.youtube.com/watch?v=Gas9T9-LtHU,needs_human_review
leap_offset_push_ups,Offset Push-Ups,Push-ups & Pressing,https://www.youtube.com/watch?v=32yYCbAQo5A,needs_human_review
leap_dumbbell_shrug,Dumbbell Shrug,Dumbbell,https://www.youtube.com/watch?v=IuMXYFCVIdA,needs_human_review
leap_dumbbell_standing_hip_abduction,Dumbbell Standing Hip Abduction,Dumbbell,https://www.youtube.com/watch?v=d4XF8LD_ZVQ,needs_human_review
leap_seated_in_outs,Seated in & Outs,Other,https://www.youtube.com/watch?v=d1CaYcMApDw,needs_human_review
leap_fire_hydrant_pulse,Fire Hydrant Pulse,Glutes & Hips,https://www.youtube.com/watch?v=uILAw7D7fxE,needs_human_review
leap_downward_facing_dog_on_the_wall,Downward Facing Dog on the Wall,Wall,https://www.youtube.com/watch?v=rto2xsfqWx8,needs_human_review
leap_walking_squats,Walking Squats,Squats,https://www.youtube.com/watch?v=ZS75FSLSIR8,needs_human_review
leap_dumbbell_plank_rotation,Dumbbell Plank Rotation,Dumbbell,https://www.youtube.com/watch?v=QlwR1Sd57bM,needs_human_review
leap_donkey_kicks_pulse,Donkey Kicks Pulse,Glutes & Hips,https://www.youtube.com/watch?v=QaTh15GsgHk,needs_human_review
leap_oblique_crossover_crunch,Oblique Crossover Crunch,Core & Abs,https://www.youtube.com/watch?v=LATqsI5q0hc,needs_human_review
leap_pilates_leg_pulls,Pilates Leg Pulls,Other,https://www.youtube.com/watch?v=DV3AN2_OOU8,needs_human_review
leap_dumbbell_bent_leg_twist,Dumbbell Bent Leg Twist,Dumbbell,https://www.youtube.com/watch?v=oOd7FLthrbk,needs_human_review
leap_dumbbell_bench_press,Dumbbell Bench Press,Dumbbell,https://www.youtube.com/watch?v=GrmETJwvBgY,needs_human_review
leap_side_plank_knee_crunch,Side Plank Knee Crunch,Planks,https://www.youtube.com/watch?v=Ds85Xw3qq9c,needs_human_review
